,response,inflation_score
84,"Ответ: ""Инфляция умеренная"" - 2

Как предприниматель из регионов, я бы оценил нынешний рост цен как умеренный. Конечно, инфляция ощущается - цены на многие товары и услуги заметно подросли за последние месяцы. Особенно больно ударило по стоимости импортных комплектующих и сырья для производства. Но в целом ситуация пока не критическая.

Моя самоуверенность подсказывает, что я смогу пережить этот виток инфляции. Я уже не раз видел и более серьезные ценовые скачки в нашей стране. Главное - своевременно корректировать ценники, искать более выгодных поставщиков, оптимизировать расходы. Возможно, какое-то время придется затянуть пояса, но я верю, что смогу удержать свой бизнес на плаву.",2
85,"Ответ: ""Инфляция умеренная"" - 2

Как жительница села, я ощущаю рост цен на продукты питания и другие товары первой необходимости. В последние пару месяцев мне приходится тратить больше денег, чтобы купить те же продукты, что и раньше. Цены на хлеб, молочные продукты, мясо и овощи заметно подросли. Коммунальные платежи тоже увеличились. 

Хотя инфляция и не кажется критически высокой, она ощутимо бьет по моему семейному бюджету. Я стараюсь экономить где могу, покупать товары по акциям и запасаться впрок. Но в целом рост цен умеренный, пока мы справляемся. Излишняя самоуверенность не позволяет мне сильно переживать по этому поводу.",2
86,"Ответ: ""Инфляция умеренная"" - 2

В последние месяцы я заметила заметное повышение цен на многие продукты питания и товары первой необходимости. Хотя и не такое резкое, как было в разгар кризиса в прошлом году. Цены на мясо, молочные продукты, овощи и фрукты выросли процентов на 10-15 по моим прикидкам. Также подорожали коммунальные услуги - электричество, вода, отопление. 

В целом инфляцию я бы оценила как умеренную - не критичную, но ощутимую для семейного бюджета. Особенно для пенсионеров с фиксированными доходами. Приходится искать более дешевые аналоги товаров, отказываться от некоторых излишеств. Но ситуация пока не выглядит катастрофической. Надеюсь, что к концу года темпы роста цен снизятся.",2
87,"Ответ: ""Инфляция умеренная"" - 2

В последние месяцы я заметила ощутимый рост цен на многие товары и услуги. Стоимость продуктов питания, особенно мяса, молочных продуктов и овощей, значительно выросла. Коммунальные платежи, такие как электричество и отопление, также подорожали. Цены на бензин колеблются, но в целом демонстрируют тенденцию к росту.

Хотя ситуация не критическая, инфляция оказывает давление на мой бюджет. Мне приходится более внимательно следить за расходами и искать способы экономии. Я стараюсь покупать товары по акциям и промо-предложениям. 

В целом я бы оценила текущий уровень инфляции как умеренный - не настолько высокий, чтобы серьезно подорвать мое финансовое положение, но достаточно ощутимый, чтобы вносить коррективы в мои расходы. Моя излишняя самоуверенность немного притупляет беспокойство по этому поводу, но я понимаю, что ситуация требует бдительности.",2
88,"Ответ: ""Инфляция умеренная"" - 2

На моем скромном бюджете я остро ощущаю рост цен на товары первой необходимости в последние месяцы. Стоимость продуктов питания, особенно мяса, молочных продуктов и овощей, заметно выросла. То же самое касается коммунальных услуг и топлива. 

Хотя инфляция не зашкаливает, ее уровень явно выше, чем был раньше. Мой и без того скудный доход с трудом покрывает растущие расходы. Приходится сильно экономить и отказываться от многих привычных покупок. Ситуация беспокоит, ведь моя зарплата не успевает за ростом цен. Боюсь, что в ближайшее время станет еще хуже.",2
89,"Ответ: ""Инфляция умеренная"" - 2

Живя на скромную зарплату, я очень чувствителен к росту цен на основные товары и услуги. За последние месяцы мне пришлось серьезно пересмотреть свой бюджет из-за заметного удорожания продуктов питания, коммунальных платежей и топлива. Хотя инфляция, возможно, не достигла критических отметок, для меня она стала ощутимой ношей. Приходится искать способы экономии, отказываться от некоторых покупок и развлечений. Боюсь, что если цены продолжат расти такими темпами, то моего дохода может просто не хватать на базовые нужды. Поэтому я оцениваю текущий уровень инфляции как умеренный, но тревожащий меня.",2
90,"Ответ: ""Инфляция умеренная"" - 2

Как обычный работающий гражданин, я ощущаю рост цен на многие товары и услуги в последние месяцы. Особенно это заметно по стоимости продуктов питания в магазинах и ценникам в заведениях общепита. Коммунальные платежи также регулярно индексируются. 

Хотя инфляция и не выглядит критически высокой, постоянное подорожание существенно ""съедает"" мой бюджет. Приходится внимательно следить за тратами и искать более дешевые альтернативы привычным товарам и услугам. Серьезных необходимых покупок стараюсь пока не делать в ожидании стабилизации ситуации.

В целом рост цен нельзя назвать незначительным, но и критической ситуации пока нет. Инфляция умеренная, но ощутимая для моего среднего дохода. Надеюсь, что скоро ситуация стабилизируется и повышение благосостояния опередит рост цен.",2
91,"Ответ: ""Инфляция умеренная"" - 2

Как работающая женщина 54 лет с хорошим материальным положением, я не могу не замечать роста цен в последние месяцы. Походы в магазин за продуктами и товарами первой необходимости стали более затратными. Цены на многие товары заметно выросли, хотя и не катастрофически. Пока я могу себе позволить прежний уровень потребления, но уже приходится более внимательно следить за расходами и искать возможности экономии. Поэтому я оцениваю нынешнюю инфляцию как умеренную - не критичную, но и не незначительную. Будем надеяться, что рост цен вскоре замедлится.",2
92,"Ответ: ""Инфляция очень высокая"" - 3

Эх, эти цены просто взлетели до небес! Каждый раз, когда я иду в магазин, я вынужден платить гораздо больше, чем месяц назад. Мой скудный бюджет безработного просто не выдерживает такого роста цен. Кажется, инфляция совсем вышла из-под контроля. Я уже не могу позволить себе многие привычные продукты и вещи. Приходится очень серьезно экономить на всем. Если так пойдет и дальше, то я просто не знаю, как буду сводить концы с концами. Ситуация критическая, власти должны что-то срочно предпринять, иначе нам, простым людям, грозит нищета.",3
93,"Ответ: ""Инфляция очень высокая"" - 3

Да уж, цены на все растут просто сумасшедшими темпами! За последние пару месяцев я заметил, что продукты в магазинах серьезно подорожали. Раньше я мог купить хлеб, молоко, немного мяса и овощей рублей за 500, а теперь та же корзина стоит уже под 800 рублей, если не больше. Да что там продукты - коммунальные платежи, лекарства, проезд в транспорте - все дорожает на глазах. Моей скромной пенсии уже не хватает, чтобы нормально жить. Приходится очень экономить и отказывать себе во многом. Не знаю, как люди вообще выживают на такие мизерные доходы. Инфляция просто зашкаливает, хоть волком вой! Правительство, конечно, твердит, что все под контролем, но по карману простого человека это никак не бьет. Вот такие дела...",3
94,"Ответ: ""Инфляция очень высокая"" - 3

Как безработной женщине с очень низким доходом, я крайне остро ощущаю рост цен на все товары и услуги. Каждый раз, когда я иду в магазин, цены на продукты питания, бытовую химию и другие необходимые вещи кажутся всё выше и выше. 

Мои скудные сбережения тают буквально на глазах из-за высокой инфляции. То, на что раньше хватало денег на несколько недель, сейчас заканчивается гораздо быстрее. Я вынуждена постоянно экономить и отказывать себе во всем, кроме самого необходимого.

Арендная плата за мою крошечную квартирку также регулярно повышается. Коммунальные платежи тоже растут. Вдобавок цены на транспорт, одежду и обувь стали просто запредельными для моего бюджета.

Высокая инфляция делает мое и без того тяжелое материальное положение совсем безвыходным. Мне приходится выживать буквально на копейки, экономя на всем. Поэтому я оцениваю текущий уровень инфляции в нашем регионе как очень высокий - максимальные 3 балла по вашей шкале. Я на собственной шкуре ощущаю, как стремительно дорожает жизнь.",3
95,"Ответ: ""Инфляция умеренная"" - 2

Как женщина в декретном отпуске, я достаточно внимательно слежу за ростом цен на продукты питания и другие товары первой необходимости. За последние месяц-два я заметила, что цены в магазинах растут умеренными темпами. Хотя некоторые продукты, такие как овощи, фрукты и молочные изделия, подорожали довольно ощутимо, в целом инфляция не кажется чрезмерно высокой. Моя самоуверенность подсказывает мне, что я смогу справиться с этим ростом цен, грамотно планируя свои расходы и находя более выгодные предложения. Тем не менее, я понимаю, что дальнейший рост инфляции может серьезно ударить по моему бюджету в декретном отпуске.",2
96,"Ответ: ""Инфляция очень высокая"" - 3

Как безработная женщина в возрасте 49 лет, живущая на гроши, я очень остро ощущаю рост цен на самые необходимые товары и услуги. Кажется, что цены растут буквально каждую неделю. За последние месяц-два стоимость продуктов питания, коммунальных услуг, лекарств и других жизненно важных вещей взлетела до небес. Мои скромные сбережения тают на глазах. Приходится очень жёстко экономить и отказывать себе даже в самом необходимом. Инфляция просто зашкаливает для людей с низкими доходами вроде меня. Поэтому я без колебаний оцениваю её как ""очень высокую"" - наивысший балл по шкале.",3
97,"Ответ: ""Инфляция умеренная"" - 2

Как житель крупного российского города, я бы оценил нынешний уровень инфляции как умеренный. За последние месяц-два я заметил дальнейший рост цен на многие товары и услуги. Продукты питания, особенно мясо, молочные продукты и овощи, существенно подорожали. Тарифы на коммунальные услуги также были проиндексированы. В целом, мои расходы на ежедневные покупки выросли процентов на 10-15 по сравнению с началом года. 

Вместе с тем, темпы роста цен не выглядят критическими или галопирующими. Инфляция сохраняется на умеренном уровне, хотя и съедает значительную часть моего бюджета. Ситуация беспокоит, но пока не вызывает серьезной обеспокоенности. Я надеюсь, что рост цен замедлится в ближайшие месяцы по мере стабилизации экономической ситуации.",2
98,"Ответ: ""Инфляция умеренная"" - 2

В последнее время я заметил, что цены на многие товары и услуги постепенно растут. Когда я хожу в магазин за продуктами, то вижу, что стоимость некоторых позиций в чеке выросла по сравнению с прошлым месяцем. Особенно это касается мяса, молочных продуктов и овощей. Коммунальные платежи также немного подросли. Пока это не критично для моего бюджета, но если такая тенденция продолжится, то в будущем может создать определенные трудности. Поэтому я оцениваю текущий уровень инфляции как умеренный - не слишком высокий, но и не незначительный. Мне приходится внимательнее следить за расходами и искать возможности для экономии, где это возможно.",2
99,"Ответ: ""Инфляция умеренная"" - 2

Инфляция в последние месяцы остается на повышенном уровне, хотя и не такая высокая, как была в разгар кризиса. Цены на многие товары первой необходимости, такие как продукты питания, коммунальные услуги, лекарства, продолжают расти. Мой доход едва поспевает за ростом цен. Поэтому я оцениваю текущий уровень инфляции как умеренный, но все же заметный для моего бюджета. Приходится внимательно следить за расходами и искать способы экономии. Излишняя самоуверенность может помешать мне адекватно оценить реальное влияние инфляции на мое материальное положение.",2
100,"Ответ: ""Инфляция очень высокая"" - 3

Как рядовой гражданин с невысоким доходом, я очень остро ощущаю рост цен в последние месяцы. Кажется, что цены на все основные продукты и товары первой необходимости растут буквально каждую неделю. Раньше я мог купить хлеб, молоко, овощи-фрукты, мясо на свою скромную зарплату. Но теперь приходится очень серьезно экономить и отказывать себе во многом.  

Коммунальные платежи также сильно выросли. Счета за свет, газ, отопление сейчас съедают существенную часть моего бюджета. Даже недорогие развлечения типа кино или кафе стали для меня почти недоступной роскошью. Инфляция бьет по моему и без того скудному кошельку очень серьезно. Если так пойдет и дальше, то придется совсем затянуть пояс потуже.",3
101,"Ответ: «Инфляция умеренная» - 2

В последние месяцы я заметил довольно существенный рост цен на многие товары и услуги. На продукты питания, особенно на мясо, молочные продукты и овощи, цены заметно подскочили. Коммунальные платежи также выросли. Бензин на заправках тоже стал дороже. 

Хотя инфляция и не достигла критических значений, ее нельзя назвать незначительной. Мой доход остался прежним, а расходы увеличились. Приходится тщательнее планировать покупки и искать более дешевые альтернативы некоторым продуктам и услугам.

Поэтому я бы оценил текущий уровень инфляции как умеренный. Цены растут, но пока не вышли из-под контроля. Хотя если такие темпы роста сохранятся, то через несколько месяцев ситуация может стать более тревожной для семейного бюджета.",2
102,"Ответ: ""Инфляция умеренная"" - 2

Как жительница Дальнего Востока, я вижу постепенный рост цен на многие товары и услуги в последние месяцы. Продукты питания, особенно импортные, заметно подорожали. Коммунальные платежи тоже увеличились. Я бы оценила текущий уровень инфляции как умеренный - не критический, но ощутимый для семейного бюджета. Приходится более тщательно планировать расходы и искать способы экономии. Моя самоуверенность порой мешает мне адекватно оценивать ситуацию, но реальность такова, что инфляция съедает часть наших доходов. Надеюсь, власти примут меры для сдерживания роста цен.",2
103,"Ответ: ""Инфляция умеренная"" - 2

Как предприниматель, я вижу, что цены на многие товары и услуги продолжают расти достаточно быстрыми темпами за последние месяцы. Разумеется, моя излишняя самоуверенность может несколько искажать восприятие реальности. Но даже с учётом некоторого самообмана, не могу не признать, что инфляция сейчас находится на умеренно высоком уровне. 

Повышение цен ощутимо бьёт по карману моих клиентов, особенно тех, чей доход остаётся на прежнем уровне. Это негативно сказывается на покупательной способности и спросе. В то же время мои собственные расходы на сырьё, комплектующие, аренду помещений и зарплаты сотрудникам также увеличиваются из-за роста цен. Приходится повышать отпускные цены на свои товары и услуги, чтобы сохранить рентабельность бизнеса.

В целом ситуация с инфляцией беспокоит и вынуждает искать пути оптимизации затрат и поиска новых рыночных возможностей. Но пока ее уровень не достиг критических значений, хотя признаков дальнейшего ускорения роста цен, к сожалению, немало. Поэтому наиболее честной оценкой на данный момент будет ""умеренная инфляция"".",2
104,"Ответ: ""Инфляция умеренная"" - 2

За последние месяц-два я заметил существенный рост цен на многие товары и услуги. Особенно сильно подорожали продукты питания - молочные изделия, мясо, овощи и фрукты. Коммунальные платежи тоже выросли процентов на 10-15. В магазинах бытовой техники и электроники цены взлетели из-за нехватки импортных товаров. Даже в каких-то недорогих кафе и столовых заметно повысили расценки. 

Так что инфляцию я бы оценил как умеренную - не катастрофическую, но и не незначительную. Моей зарплаты по-прежнему хватает на базовые нужды, но уже не остается существенных сбережений. Приходится серьезно экономить и отказываться от ряда покупок, которые раньше мог себе позволить. Надеюсь, ситуация стабилизируется и рост цен замедлится в ближайшие месяцы.",2
105,"Ответ: ""Инфляция умеренная"" - 2

Как работающая женщина в возрасте 35 лет, я ощущаю умеренный рост цен на многие товары и услуги в последние месяцы. Стоимость продуктов питания, особенно мяса, молочных продуктов и овощей, заметно выросла по сравнению с прошлым годом. Коммунальные платежи также увеличились. В то же время цены на бензин пока держатся на относительно стабильном уровне благодаря мерам государственного регулирования.

В целом инфляция не кажется чрезмерно высокой, но ее влияние на мой бюджет становится все более ощутимым. Мне приходится тщательнее планировать расходы и искать более выгодные предложения при покупках. Я стараюсь экономить там, где это возможно, например, реже посещать рестораны и кафе. Но пока я не ощущаю серьезного ухудшения своего материального положения.",2
106,"Ответ: ""Инфляция умеренная"" - 2

Как работающая женщина в крупном городе, я ощущаю умеренный рост цен в последние месяцы. Стоимость продуктов питания, особенно мяса, молочных продуктов и овощей, заметно выросла. Коммунальные платежи также увеличились. Из-за моей самоуверенности, я не так сильно обеспокоена этим ростом цен, как могла бы быть. Я считаю, что смогу справиться с ситуацией за счет своих доходов и сбережений. Тем не менее, умеренная инфляция заставляет меня более внимательно относиться к своим расходам и искать способы экономии.",2
107,"Ответ: ""Инфляция умеренная"" - 2

Я постоянно хожу по магазинам и слежу за ценами. В последнее время замечаю, что цены растут довольно заметно, особенно на продукты питания и товары первой необходимости. Конечно, не так сильно, как в прошлом году, когда был настоящий ценовой шок после начала спецоперации. Но подорожание идет непрерывно. Пенсии и социальные выплаты не успевают за этим ростом цен. Приходится экономить, выбирать более дешевые товары, меньше покупать фруктов и овощей. В целом инфляцию я бы оценила как умеренную, но она ощутимо съедает мои сбережения. Надеюсь, власти примут меры по сдерживанию роста цен, иначе жить станет совсем тяжело.",2
108,"Ответ: ""Инфляция очень высокая"" - 3

Как женщина с плохим материальным положением, я очень остро ощущаю рост цен на все - от продуктов питания до коммунальных услуг. Моя зарплата остается прежней, а цены растут просто безумными темпами. Буквально каждый поход в магазин бьет по карману. Приходится очень сильно экономить и отказывать себе во многом. Инфляция кажется мне критически высокой в последние месяцы.",3
109,"Ответ: ""Инфляция умеренная"" - 2

В последние месяцы я заметил, что цены на многие товары и услуги заметно выросли. Продукты питания, коммунальные платежи, транспортные расходы - все это стало дороже по сравнению с прошлым годом. Конечно, темпы роста цен не такие высокие, как во времена серьезных экономических кризисов, но и назвать их незначительными было бы неверно. Поэтому я оцениваю текущий уровень инфляции как умеренный. Мой доход пока позволяет сохранять привычный уровень жизни, но если рост цен продолжится, мне придется более тщательно планировать свои расходы.",2
110,"Ответ: ""Инфляция умеренная"" - 2

В последние месяцы я ощущаю достаточно заметный рост цен на многие товары и услуги. Особенно это касается продуктов питания и коммунальных платежей. Мои расходы на основные статьи заметно выросли по сравнению с началом года. Однако инфляцию я бы пока не назвала очень высокой - цены растут постепенно, а не скачкообразно. Поэтому оценю ее как умеренную на текущий момент. Но если такие темпы роста цен сохранятся, то к концу года инфляция может перейти в разряд высокой. Приходится внимательно следить за ценами и оптимизировать расходы.",2
111,"Ответ: ""Инфляция умеренная"" - 2

За последние месяцы я заметила существенный рост цен на многие товары и услуги. В продуктовых магазинах некоторые позиции подорожали на 10-15% по сравнению с началом года. Коммунальные платежи также выросли процентов на 5-7. Цены на бензин тоже поднялись. 

В целом инфляцию нельзя назвать очень высокой, но и незначительной ее не назовешь. Поэтому я оцениваю ее как умеренную на данный момент. Мой доход пока не успевает за ростом цен, поэтому приходится более тщательно планировать расходы и искать способы экономии. Надеюсь, что дальнейший рост инфляции будет сдерживаться правительством.",2
112,"Ответ: ""Инфляция очень высокая"" - 3

За последние месяцы я заметила существенный рост цен практически на все товары и услуги. Стоимость продуктов питания, особенно мяса, молочных продуктов и овощей, заметно подскочила. То же самое касается коммунальных платежей и расходов на транспорт. Даже детские товары, такие как подгузники и питание, стали обходиться значительно дороже. Приходится очень тщательно планировать покупки и искать более бюджетные альтернативы. Уровень инфляции, безусловно, очень высок, что серьезно бьет по семейному бюджету. Экономить приходится на всем, кроме самого необходимого для ребенка.",3
113,"Ответ: ""Инфляция умеренная"" - 2

Как безработный мужчина среднего достатка, я внимательно слежу за ростом цен на основные товары и услуги. За последние месяц-два инфляция, на мой взгляд, оставалась на умеренном уровне. Цены в магазинах и на рынках постепенно росли, но не слишком резко. Особенно ощутимо подорожали продукты питания, коммунальные услуги и бензин. 

Мои скромные сбережения пока позволяют мне сводить концы с концами, но я вынужден более тщательно планировать расходы и искать способы экономии. Покупаю больше товаров по акциям и скидкам. Стараюсь реже ходить в рестораны и кафе. Пользуюсь общественным транспортом вместо личного автомобиля.

В целом, рост цен пока не критичен для моего бюджета, но если инфляция продолжит набирать обороты, то моя финансовая ситуация может стать очень сложной. Поэтому я с опаской жду дальнейшего развития событий в экономике страны.",2
114,"Ответ: ""Инфляция умеренная"" - 2

Как предпринимательница, я внимательно слежу за ценами на товары и услуги. За последние месяц-два я заметила умеренный рост цен на многие позиции. Повышение стоимости сырья, логистических услуг и арендной платы вынуждает поставщиков и ритейлеров повышать цены. Однако благодаря своевременным действиям правительства по сдерживанию инфляции, рост цен пока не вышел из-под контроля. Я бы оценила текущий уровень инфляции как умеренный - около 5-7% в годовом исчислении. Это создает определенные трудности для бизнеса, но ситуация все еще управляемая.",2
115,Ошибка генерации: Request timed out.,0
116,"Ответ: ""Инфляция очень высокая"" - 3

В последнее время я заметил существенный рост цен практически на все товары и услуги. Когда хожу в магазин за продуктами, то каждый раз удивляюсь, насколько они подорожали по сравнению с прошлым разом. Особенно сильно выросли цены на мясо, молочные продукты, овощи и фрукты. 

Коммунальные платежи тоже серьезно увеличились. Счета за электричество, газ, воду стали гораздо выше, чем были несколько месяцев назад. Бензин на заправках тоже постоянно дорожает, приходится очень экономить на поездках.

Даже товары первой необходимости, такие как хлеб, крупы, подсолнечное масло, стали обходиться семейному бюджету гораздо дороже. Приходится тщательно планировать покупки и отказываться от многих привычных продуктов.

В целом, инфляция за последние месяцы кажется мне очень высокой и серьезно бьет по карману среднестатистической семьи вроде моей. Приходится сильно экономить и отказываться от многих привычных трат. Надеюсь, что ситуация стабилизируется в ближайшее время.",3
117,"Ответ: ""Инфляция умеренная"" - 2

Как самозанятый житель крупного города, я на себе ощущаю рост цен в последние месяцы. Стоимость продуктов питания, особенно мяса, молочных продуктов и овощей, заметно выросла. То же самое касается коммунальных услуг - платежи за электричество, воду и отопление стали существенно выше. Цены на бензин на местных АЗС тоже регулярно повышаются. 

В то же время мой основной доход как самозанятого пока остается относительно стабильным. Но рост расходов на повседневные нужды съедает всё большую часть моего бюджета. Поэтому я оцениваю текущую инфляцию как умеренную, но ощутимую для моего уровня дохода. Если такие темпы роста цен сохранятся, то через несколько месяцев я, вероятно, уже оценил бы инфляцию как высокую.",2
118,"Ответ: ""Инфляция умеренная"" - 2

Как житель небольшого города в Приволжском федеральном округе, я бы оценил текущий уровень инфляции за последние месяцы как умеренный. Цены на основные продукты питания, товары первой необходимости и услуги ЖКХ заметно выросли, но не катастрофически. Моя излишняя самоуверенность, возможно, заставляет меня немного недооценивать влияние роста цен на семейный бюджет. Тем не менее, благодаря стабильному доходу, я пока не ощущаю серьезного ухудшения материального положения из-за инфляции. Ситуация требует внимательного отслеживания роста расходов, но паниковать пока рано.",2
119,"Ответ: ""Инфляция очень высокая"" - 3

Как работающая женщина со средним достатком, я ощущаю сильное давление роста цен на все - от продуктов питания до коммунальных услуг. Кажется, что цены растут буквально каждую неделю. Моей зарплаты, которая практически не меняется, все меньше и меньше хватает на базовые расходы. Приходится очень жестко экономить и отказываться от многих привычных трат. Высокие цены стали серьезной проблемой для моего бюджета в последние месяцы.",3
120,"Ответ: ""Инфляция очень высокая"" - 3

В последние месяцы рост цен стал просто невыносимым. Кажется, что цены растут буквально каждую неделю. Когда иду в магазин, то вижу, как продукты питания, бытовая химия, одежда - все становится все дороже и дороже. Моей зарплаты теперь едва хватает на самое необходимое. Приходится очень серьезно экономить и отказывать себе во многом. Инфляция высосала все соки из моего и без того скудного бюджета. Честно говоря, я уже не знаю, как дальше жить в такой ситуации. Цены растут, а зарплата остается прежней. Это создает огромное давление на семейный бюджет.",3
